age,workclass,education,maritalstatus,occupation,workhours,income
27,Private,High-school,Single,Transportation,40,Below-50K
27,Private,College,Married,Sales,50,Below-50K
32,Private,High-school,Single,Clearning,45,Below-50K
58,Private,10th,Married,Other,8,Below-50K
35,Local-gov,College,Married,Security,40,Below-50K
21,Private,High-school,Single,Clearning,36,Below-50K
28,Private,College,Single,Craft-repair,40,Below-50K
46,Self-emp,College,Divorced,Management,50,Below-50K
36,Self-emp,High-school,Separated,Other,40,Below-50K
72,Private,11th,Widowed,Administrative,40,Below-50K
35,Private,High-school,Married,Machinary,40,Below-50K
33,Federal-gov,Associate,Divorced,Craft-repair,40,Above-50K
69,Private,11th,Single,Machinary,40,Below-50K
35,Private,High-school,Married,Machinary,40,Below-50K
31,Private,High-school,Separated,Administrative,20,Below-50K
34,Private,High-school,Married,Tech-support,32,Below-50K
30,Private,11th,Married,Other,40,Below-50K
28,Private,Bachelors,Single,Transportation,55,Below-50K
54,Private,Bachelors,Married,Sales,35,Above-50K
47,Private,College,Married,Specilist,50,Above-50K
24,Private,High-school,Single,Clearning,40,Below-50K
52,Self-emp,Bachelors,Married,Specilist,60,Above-50K
20,Private,High-school,Single,Clearning,48,Below-50K
43,Self-emp,Masters,Married,Management,45,Below-50K
45,Private,7th-8th,Separated,Other,40,Below-50K
29,Self-emp,High-school,Separated,Craft-repair,35,Below-50K
47,Private,Masters,Divorced,Management,42,Below-50K
24,Private,High-school,Single,Craft-repair,40,Below-50K
51,Private,High-school,Married,Specilist,40,Below-50K
17,Private,11th,Single,Sales,12,Below-50K
37,Private,Associate,Married,Craft-repair,40,Above-50K
27,Private,Doctorate,Single,Specilist,70,Below-50K
29,Private,Bachelors,Married,Management,40,Above-50K
18,Missing,12th,Single,Missing,25,Below-50K
36,Self-emp,Associate,Divorced,Sales,35,Below-50K
58,Local-gov,Bachelors,Single,Specilist,40,Below-50K
26,Self-emp,College,Married,Craft-repair,45,Below-50K
65,Missing,College,Married,Missing,30,Above-50K
57,Private,High-school,Married,Sales,40,Above-50K
59,Private,High-school,Married,Craft-repair,40,Below-50K
27,Private,High-school,Married,Machinary,40,Below-50K
31,Self-emp,Bachelors,Single,Tech-support,40,Below-50K
21,Private,College,Single,Sales,24,Below-50K
29,Private,College,Single,Administrative,60,Below-50K
18,Private,11th,Single,Other,40,Below-50K
52,Private,10th,Married,Craft-repair,47,Above-50K
57,Self-emp,Bachelors,Divorced,Specilist,80,Below-50K
42,Missing,High-school,Married,Missing,40,Below-50K
55,Missing,High-school,Married,Missing,40,Below-50K
60,Private,7th-8th,Single,Transportation,48,Above-50K
31,Private,Bachelors,Married,Specilist,40,Above-50K
23,Private,Bachelors,Single,Administrative,40,Below-50K
27,Private,High-school,Single,Sales,40,Below-50K
23,Missing,College,Single,Missing,25,Below-50K
42,Self-emp,Prof-school,Married,Specilist,50,Above-50K
25,Private,College,Single,Tech-support,40,Below-50K
49,Private,Bachelors,Single,Specilist,45,Below-50K
32,Private,Bachelors,Single,Tech-support,40,Below-50K
19,Private,College,Single,Administrative,28,Below-50K
60,Private,7th-8th,Divorced,Other,40,Below-50K
42,Local-gov,9th,Married,Other,40,Below-50K
35,Self-emp,Associate,Single,Algriculture,40,Below-50K
48,Private,High-school,Single,Administrative,37,Below-50K
51,Private,Masters,Married,Craft-repair,40,Above-50K
29,Private,High-school,Single,Craft-repair,40,Below-50K
36,Local-gov,High-school,Separated,Management,40,Below-50K
17,Private,10th,Single,Other,21,Below-50K
52,Private,Masters,Divorced,Specilist,60,Below-50K
24,Private,High-school,Single,Craft-repair,40,Below-50K
24,Private,High-school,Married,Clearning,50,Below-50K
26,Local-gov,Bachelors,Single,Specilist,40,Below-50K
27,Private,Bachelors,Single,Other,20,Below-50K
39,Private,High-school,Single,Clearning,60,Below-50K
30,Private,High-school,Married,Transportation,45,Below-50K
50,Self-emp,High-school,Married,Management,32,Below-50K
52,Self-emp,Bachelors,Married,Sales,55,Below-50K
46,Private,Prof-school,Married,Specilist,45,Above-50K
23,Private,Bachelors,Single,Sales,20,Below-50K
45,Private,11th,Widowed,Other,20,Below-50K
65,Private,9th,Widowed,Clearning,24,Below-50K
29,Private,Associate,Married,Transportation,55,Below-50K
47,Private,9th,Separated,Clearning,40,Below-50K
30,Private,High-school,Single,Algriculture,60,Below-50K
34,Private,High-school,Married,Sales,45,Above-50K
38,Self-emp,High-school,Married,Sales,64,Below-50K
33,Private,College,Married,Management,40,Above-50K
49,Private,Bachelors,Married,Sales,26,Above-50K
47,Self-emp,College,Single,Other,40,Below-50K
49,Local-gov,10th,Separated,Other,40,Below-50K
43,Private,College,Married,Craft-repair,60,Above-50K
30,Private,Bachelors,Married,Administrative,40,Above-50K
58,Self-emp,High-school,Married,Craft-repair,60,Below-50K
19,Private,High-school,Single,Other,14,Below-50K
21,Private,Bachelors,Single,Clearning,40,Below-50K
33,Private,Bachelors,Married,Management,60,Above-50K
47,Self-emp,5th-6th,Married,Transportation,50,Below-50K
52,Self-emp,Doctorate,Married,Specilist,60,Above-50K
26,Private,High-school,Divorced,Craft-repair,55,Below-50K
60,Private,High-school,Married,Craft-repair,40,Below-50K
21,Private,College,Single,Clearning,40,Below-50K
36,Private,College,Married,Sales,50,Above-50K
31,Private,College,Married,Craft-repair,45,Below-50K
50,Self-emp,Doctorate,Separated,Specilist,40,Above-50K
31,Local-gov,High-school,Divorced,Administrative,40,Below-50K
71,Private,High-school,Married,Craft-repair,15,Below-50K
58,Missing,High-school,Married,Missing,50,Below-50K
30,State-gov,Bachelors,Married,Tech-support,40,Above-50K
20,Private,College,Single,Other,20,Below-50K
24,Private,High-school,Single,Management,50,Below-50K
35,Private,Doctorate,Married,Specilist,40,Above-50K
38,State-gov,College,Separated,Management,45,Below-50K
27,Private,High-school,Single,Machinary,32,Below-50K
29,State-gov,College,Single,Administrative,40,Below-50K
70,Missing,9th,Widowed,Missing,15,Below-50K
34,Private,High-school,Married,Craft-repair,45,Below-50K
44,Private,7th-8th,Married,Craft-repair,35,Below-50K
43,Private,High-school,Married,Machinary,40,Above-50K
44,Self-emp,12th,Married,Clearning,40,Above-50K
35,Private,Masters,Single,Sales,60,Below-50K
27,Private,College,Single,Specilist,40,Below-50K
43,Local-gov,Masters,Single,Specilist,38,Below-50K
20,Private,College,Single,Sales,25,Below-50K
42,Private,Associate,Divorced,Specilist,40,Above-50K
27,State-gov,College,Married,Transportation,40,Below-50K
42,Private,High-school,Married,Craft-repair,40,Above-50K
20,Missing,11th,Separated,Missing,40,Below-50K
24,Private,9th,Single,Machinary,40,Below-50K
48,Federal-gov,College,Divorced,Management,40,Below-50K
17,Missing,11th,Single,Missing,20,Below-50K
17,Self-emp,11th,Single,Algriculture,10,Below-50K
33,Private,Bachelors,Married,Management,40,Above-50K
50,Self-emp,High-school,Married,Sales,50,Above-50K
22,Private,High-school,Single,Sales,40,Below-50K
17,Private,12th,Single,Other,16,Below-50K
32,Private,College,Married,Administrative,40,Below-50K
31,Private,High-school,Single,Craft-repair,45,Below-50K
58,Self-emp,High-school,Widowed,Management,50,Below-50K
29,Local-gov,High-school,Single,Security,48,Below-50K
37,Private,Associate,Married,Craft-repair,40,Above-50K
34,Self-emp,High-school,Married,Craft-repair,40,Above-50K
23,Local-gov,College,Separated,Management,40,Below-50K
18,State-gov,11th,Single,Administrative,5,Below-50K
34,Private,High-school,Divorced,Management,40,Below-50K
66,Missing,7th-8th,Single,Missing,4,Below-50K
45,Local-gov,Bachelors,Married,Specilist,55,Below-50K
41,Private,Masters,Single,Management,35,Below-50K
26,Private,High-school,Single,Other,30,Below-50K
54,Local-gov,College,Married,Algriculture,40,Below-50K
24,Private,College,Single,Machinary,45,Below-50K
42,Private,College,Married,Specilist,50,Below-50K
20,Private,College,Single,Specilist,20,Below-50K
23,State-gov,Bachelors,Single,Tech-support,20,Below-50K
25,Missing,Associate,Single,Missing,45,Below-50K
35,Private,Masters,Single,Specilist,60,Above-50K
31,Private,Masters,Married,Tech-support,40,Above-50K
30,Private,Bachelors,Single,Specilist,40,Below-50K
19,Private,High-school,Single,Sales,20,Below-50K
36,Local-gov,Bachelors,Single,Specilist,50,Below-50K
31,Private,Bachelors,Widowed,Sales,40,Below-50K
21,Private,College,Single,Clearning,30,Below-50K
31,Self-emp,College,Married,Craft-repair,40,Below-50K
46,Private,Doctorate,Divorced,Specilist,65,Above-50K
44,Private,Bachelors,Divorced,Management,50,Above-50K
40,Private,12th,Married,Other,40,Below-50K
45,Private,College,Single,Sales,40,Below-50K
60,Private,High-school,Married,Craft-repair,35,Below-50K
18,Private,11th,Single,Other,25,Below-50K
28,Private,Bachelors,Married,Specilist,40,Below-50K
36,Private,College,Divorced,Administrative,40,Below-50K
36,Private,Bachelors,Separated,Specilist,40,Below-50K
40,Private,Associate,Married,Tech-support,40,Below-50K
36,Local-gov,Bachelors,Divorced,Administrative,35,Below-50K
31,Private,High-school,Separated,Other,40,Below-50K
33,Private,High-school,Married,Machinary,40,Below-50K
19,State-gov,High-school,Single,Tech-support,40,Below-50K
22,Private,College,Single,Sales,15,Below-50K
34,Private,Bachelors,Married,Management,45,Above-50K
33,Private,High-school,Single,Other,40,Below-50K
41,Private,High-school,Married,Craft-repair,60,Below-50K
29,Private,Bachelors,Single,Specilist,40,Below-50K
50,Local-gov,High-school,Married,Management,42,Above-50K
42,Private,Bachelors,Married,Management,45,Above-50K
43,Private,Bachelors,Single,Specilist,40,Above-50K
44,Private,High-school,Married,Sales,40,Below-50K
20,Private,College,Single,Other,20,Below-50K
31,Private,High-school,Married,Other,40,Below-50K
65,Self-emp,11th,Married,Management,59,Above-50K
23,Private,College,Single,Other,24,Below-50K
55,Private,College,Divorced,Administrative,40,Below-50K
26,Private,Associate,Married,Administrative,45,Below-50K
25,Private,Associate,Single,Other,15,Below-50K
45,Missing,College,Married,Missing,40,Below-50K
35,Private,College,Married,Craft-repair,40,Below-50K
36,Private,College,Single,Sales,36,Below-50K
43,State-gov,Bachelors,Married,Specilist,50,Below-50K
56,Private,High-school,Widowed,Other,20,Below-50K
42,Private,Bachelors,Married,Tech-support,40,Above-50K
19,Private,College,Single,Other,25,Below-50K
55,Self-emp,High-school,Married,Transportation,72,Below-50K
42,Private,Masters,Single,Management,50,Above-50K
26,Private,Associate,Single,Tech-support,40,Below-50K
17,Private,12th,Single,Clearning,20,Below-50K
42,Local-gov,Bachelors,Married,Specilist,40,Above-50K
55,Private,High-school,Married,Transportation,40,Above-50K
32,Private,College,Single,Administrative,40,Below-50K
29,Private,11th,Single,Craft-repair,40,Below-50K
46,State-gov,Bachelors,Married,Specilist,37,Below-50K
29,State-gov,Bachelors,Married,Management,40,Above-50K
22,Private,Bachelors,Single,Specilist,20,Below-50K
58,Self-emp,10th,Married,Craft-repair,40,Below-50K
23,Private,High-school,Single,Transportation,50,Below-50K
39,Private,High-school,Single,Clearning,40,Below-50K
27,Private,Associate,Single,Craft-repair,38,Below-50K
54,Private,High-school,Married,Transportation,40,Above-50K
33,Local-gov,Bachelors,Single,Specilist,45,Below-50K
46,Federal-gov,High-school,Married,Administrative,40,Above-50K
37,Private,High-school,Single,Algriculture,40,Below-50K
36,Private,High-school,Single,Other,18,Below-50K
59,Local-gov,High-school,Married,Administrative,38,Above-50K
34,Local-gov,High-school,Divorced,Security,40,Below-50K
53,Self-emp,Doctorate,Married,Management,70,Above-50K
51,Private,Bachelors,Single,Sales,55,Above-50K
32,Private,10th,Separated,Other,42,Below-50K
31,State-gov,College,Separated,Other,40,Below-50K
22,Private,College,Married,Sales,30,Below-50K
47,Self-emp,Bachelors,Divorced,Sales,50,Below-50K
32,Private,High-school,Single,Machinary,40,Below-50K
26,Private,College,Single,Algriculture,38,Below-50K
37,Private,5th-6th,Separated,Algriculture,32,Below-50K
31,Private,High-school,Divorced,Craft-repair,55,Below-50K
37,Private,Associate,Married,Tech-support,24,Above-50K
55,Private,High-school,Single,Sales,38,Below-50K
23,Local-gov,Associate,Divorced,Tech-support,56,Below-50K
36,Private,College,Divorced,Administrative,40,Below-50K
34,Private,Masters,Married,Specilist,40,Below-50K
43,Private,Bachelors,Married,Sales,50,Above-50K
54,Private,College,Single,Tech-support,40,Below-50K
43,State-gov,College,Married,Craft-repair,40,Below-50K
28,Private,Associate,Single,Machinary,42,Below-50K
40,Private,Associate,Married,Management,50,Above-50K
41,Self-emp,College,Married,Management,60,Below-50K
40,Private,Bachelors,Single,Sales,55,Above-50K
42,Private,College,Divorced,Administrative,38,Below-50K
61,Self-emp,High-school,Married,Algriculture,50,Below-50K
18,Private,12th,Single,Machinary,30,Below-50K
59,Missing,High-school,Married,Missing,16,Below-50K
21,Missing,High-school,Single,Missing,40,Below-50K
48,Private,Associate,Married,Tech-support,50,Above-50K
41,Self-emp,Bachelors,Married,Tech-support,40,Below-50K
18,Missing,College,Single,Missing,33,Below-50K
23,Private,High-school,Single,Sales,40,Below-50K
60,Private,High-school,Married,Transportation,60,Above-50K
22,Private,College,Single,Other,20,Below-50K
61,Private,High-school,Married,Machinary,40,Below-50K
25,Private,High-school,Single,Machinary,40,Below-50K
46,Private,Masters,Single,Tech-support,35,Above-50K
43,Private,Bachelors,Married,Management,40,Above-50K
43,Private,Associate,Divorced,Craft-repair,40,Below-50K
24,Private,High-school,Single,Other,30,Below-50K
68,Self-emp,11th,Single,Algriculture,20,Below-50K
31,Private,High-school,Divorced,Administrative,38,Below-50K
17,Private,11th,Single,Sales,20,Below-50K
32,Private,High-school,Married,Craft-repair,48,Above-50K
50,Missing,Masters,Separated,Missing,40,Below-50K
33,Private,Bachelors,Married,Specilist,47,Above-50K
64,Private,Bachelors,Married,Specilist,40,Above-50K
20,Private,High-school,Single,Transportation,30,Below-50K
30,Private,High-school,Separated,Other,36,Below-50K
22,Missing,College,Single,Missing,40,Below-50K
43,Private,College,Divorced,Management,45,Below-50K
22,Private,College,Single,Administrative,40,Below-50K
17,Private,10th,Single,Algriculture,20,Below-50K
47,Self-emp,High-school,Married,Other,75,Below-50K
41,Private,Associate,Single,Specilist,60,Below-50K
56,Private,College,Married,Craft-repair,50,Above-50K
64,Private,High-school,Married,Transportation,45,Below-50K
47,Private,High-school,Married,Transportation,50,Above-50K
48,Private,Associate,Single,Administrative,40,Below-50K
31,Private,Masters,Single,Specilist,46,Below-50K
29,Private,Associate,Single,Tech-support,40,Below-50K
30,Private,High-school,Widowed,Administrative,40,Below-50K
32,Private,High-school,Married,Management,60,Below-50K
57,Private,High-school,Widowed,Transportation,42,Above-50K
62,Private,High-school,Widowed,Other,40,Below-50K
39,Private,High-school,Separated,Machinary,24,Below-50K
43,Private,College,Single,Administrative,25,Below-50K
24,Self-emp,Bachelors,Single,Sales,40,Below-50K
42,Missing,11th,Married,Missing,15,Below-50K
53,Private,College,Married,Administrative,40,Above-50K
26,Private,College,Single,Clearning,40,Below-50K
73,Self-emp,High-school,Married,Management,40,Below-50K
72,Missing,11th,Widowed,Missing,24,Below-50K
55,Private,High-school,Married,Machinary,40,Below-50K
25,Private,High-school,Divorced,Administrative,40,Below-50K
41,Private,Bachelors,Divorced,Specilist,50,Above-50K
24,Private,Bachelors,Single,Management,50,Below-50K
63,Private,High-school,Widowed,Algriculture,6,Below-50K
17,Private,11th,Single,Sales,20,Below-50K
35,Private,College,Married,Craft-repair,50,Below-50K
51,Private,College,Married,Specilist,40,Above-50K
62,Local-gov,Bachelors,Widowed,Specilist,48,Below-50K
55,Private,High-school,Married,Craft-repair,40,Above-50K
43,Private,College,Divorced,Specilist,40,Below-50K
40,Local-gov,High-school,Divorced,Other,50,Below-50K
37,Private,Bachelors,Married,Management,45,Above-50K
39,Private,Bachelors,Married,Craft-repair,40,Below-50K
31,Private,High-school,Single,Craft-repair,18,Below-50K
61,Private,Masters,Widowed,Specilist,40,Above-50K
26,Private,Associate,Divorced,Administrative,55,Below-50K
46,Self-emp,High-school,Married,Sales,50,Below-50K
26,Private,Bachelors,Single,Specilist,40,Below-50K
48,State-gov,Doctorate,Divorced,Specilist,50,Above-50K
34,Private,High-school,Single,Transportation,40,Below-50K
34,Local-gov,High-school,Single,Administrative,40,Below-50K
59,Private,High-school,Married,Other,40,Above-50K
34,Private,Bachelors,Single,Specilist,40,Below-50K
49,Private,Bachelors,Single,Management,56,Above-50K
